time,source,target,relativity
199803,9,53,0.367
199803,9,84,1.2
199803,9,90,1.2
199803,9,90,1.2
199803,9,101,1.2
199803,9,168,1.2
199803,9,183,0.24
199803,9,193,2.4
199803,11,27,0.35
199803,11,136,0.35
199803,11,200,0.35
199803,12,158,0.23
199803,17,17,0.8
199803,17,17,0.955
199803,17,41,0.23
199803,17,17,1.075
199803,17,41,0.35
199803,17,28,0.23
199803,17,28,0.58
199803,17,28,0.35
199803,17,41,1.15
199803,17,106,0.23
199803,17,122,0.23
199803,18,20,0.23
199803,18,25,0.35
199803,18,69,1.2
199803,18,69,1.2
199803,18,72,1.15
199803,18,104,0.46
199803,18,112,1.15
199803,18,117,1.15
199803,18,123,0.35
199803,20,27,0.35
199803,20,72,0.23
199803,20,112,0.23
199803,20,117,0.23
199803,20,136,0.35
199803,20,200,0.35
199803,21,203,0.575
199803,23,23,0.675
199803,23,28,0.675
199803,23,28,1.35
199803,25,72,0.35
199803,25,112,0.35
199803,25,117,0.6
199803,25,117,0.95
199803,25,153,0.6
199803,27,31,0.23
199803,27,31,0.23
199803,27,51,0.23
199803,27,71,0.35
199803,27,74,0.35
199803,27,97,0.23
199803,27,97,0.23
199803,27,136,1.15
199803,27,150,0.35
199803,27,193,0.84
199803,27,200,1.15
199803,28,28,0.25
199803,28,28,0.25
199803,28,41,0.23
199803,28,48,0.383
199803,28,106,0.767
199803,28,184,0.35
199803,28,28,1.875
199803,28,41,0.58
199803,28,106,0.25
199803,28,41,0.35
199803,28,106,0.25
199803,31,31,1.4
199803,31,50,0.575
199803,31,136,0.23
199803,31,200,0.23
199803,31,50,0.575
199803,31,136,0.23
199803,31,200,0.23
199803,33,50,0.575
199803,34,67,1.3
199803,34,81,0.65
199803,34,147,0.65
199803,34,147,1.3
199803,34,159,1.9
199803,39,172,1.2
199803,41,69,1.2
199803,41,106,0.23
199803,41,122,0.23
199803,41,193,0.733
199803,45,53,0.367
199803,45,84,1.2
199803,45,90,1.2
199803,45,90,1.2
199803,45,101,1.2
199803,45,168,1.2
199803,45,183,0.24
199803,45,193,2.4
199803,46,158,0.23
199803,48,184,0.35
199803,50,62,0.575
199803,50,109,0.575
199803,50,126,0.575
199803,50,126,0.575
199803,50,181,0.575
199803,50,184,0.23
199803,50,200,0.575
199803,51,132,0.23
199803,51,136,0.23
199803,51,200,0.23
199803,53,84,0.367
199803,53,90,0.367
199803,53,90,0.367
199803,53,101,0.367
199803,53,168,0.367
199803,53,193,0.733
199803,63,121,0.775
199803,63,168,0.725
199803,67,81,0.65
199803,67,147,0.65
199803,67,147,1.3
199803,67,159,1.3
199803,69,69,1.2
199803,69,193,0.733
199803,71,136,0.35
199803,71,200,0.35
199803,72,104,0.46
199803,72,112,1.15
199803,72,117,1.15
199803,72,123,0.35
199803,74,74,2.55
199803,74,132,0.23
199803,74,136,0.35
199803,74,200,0.35
199803,81,147,0.65
199803,81,159,0.65
199803,81,134,0.575
199803,84,90,1.2
199803,84,90,1.2
199803,84,101,1.2
199803,84,168,1.2
199803,84,183,0.24
199803,84,191,0.417
199803,84,193,2.4
199803,86,86,0.6
199803,89,94,0.367
199803,90,90,1.775
199803,90,101,1.2
199803,90,168,1.2
199803,90,183,0.24
199803,90,193,2.4
199803,90,101,1.2
199803,90,168,1.2
199803,90,183,0.24
199803,90,193,2.4
199803,92,92,0.35
199803,97,97,0.35
199803,97,136,0.23
199803,97,200,0.23
199803,97,136,0.23
199803,97,200,0.23
199803,101,168,1.2
199803,101,183,0.24
199803,101,193,2.4
199803,104,112,0.46
199803,104,117,0.46
199803,104,172,0.35
199803,108,108,1.2
199803,109,172,0.35
199803,112,117,1.15
199803,112,123,0.35
199803,112,201,0.367
199803,117,117,1.2
199803,117,153,1.2
199803,117,160,0.23
199803,117,123,0.35
199803,117,153,1.2
199803,121,168,0.725
199803,126,126,0.65
199803,130,172,0.35
199803,131,196,1.2
199803,131,196,1.2
199803,132,136,0.575
199803,134,134,0.575
199803,135,168,0.725
199803,136,150,0.35
199803,136,200,1.15
199803,147,147,0.65
199803,147,159,0.65
199803,147,159,1.3
199803,150,158,1.5
199803,150,200,0.35
199803,158,183,0.58
199803,162,162,2.25
199803,168,183,0.24
199803,168,193,2.4
199803,172,172,1.4
199803,172,181,0.23
199803,172,188,0.35
199803,172,198,0.23
199803,183,193,0.48
199803,185,185,1.35
199803,196,196,1.2
199804,5,158,0.81
199804,9,45,1.2
199804,9,53,0.367
199804,9,84,1.2
199804,9,90,1.2
199804,9,90,1.2
199804,9,101,1.2
199804,9,168,1.2
199804,9,183,0.24
199804,9,193,2.4
199804,11,27,0.35
199804,11,136,0.35
199804,11,200,0.35
199804,12,158,0.23
199804,17,17,0.8
199804,17,17,0.955
199804,17,41,0.23
199804,17,17,1.075
199804,17,41,0.35
199804,17,28,0.23
199804,17,28,0.58
199804,17,28,0.35
199804,17,41,1.15
199804,17,106,0.23
199804,18,20,0.23
199804,18,25,0.35
199804,18,69,1.2
199804,18,69,1.2
199804,18,72,1.15
199804,18,104,0.46
199804,18,112,1.15
199804,18,117,1.15
199804,18,123,0.35
199804,20,27,0.35
199804,20,72,0.23
199804,20,112,0.23
199804,20,117,0.23
199804,20,136,0.35
199804,20,200,0.35
199804,21,203,0.575
199804,21,203,0.575
199804,23,23,0.675
199804,23,28,0.675
199804,23,28,1.35
199804,25,72,0.35
199804,25,112,0.35
199804,25,117,0.6
199804,25,117,0.95
199804,25,153,0.6
199804,27,31,0.23
199804,27,31,0.23
199804,27,51,0.23
199804,27,71,0.35
199804,27,74,0.35
199804,27,97,0.23
199804,27,136,1.15
199804,27,150,0.35
199804,27,193,0.84
199804,27,200,1.15
199804,28,28,0.25
199804,28,28,0.25
199804,28,41,0.23
199804,28,48,0.383
199804,28,106,0.767
199804,28,184,0.35
199804,28,28,1.875
199804,28,41,0.58
199804,28,106,0.25
199804,28,41,0.35
199804,28,106,0.25
199804,31,31,1.4
199804,31,50,0.575
199804,31,136,0.23
199804,31,200,0.23
199804,31,50,0.575
199804,31,136,0.23
199804,31,200,0.23
199804,33,50,0.575
199804,34,67,1.3
199804,34,81,0.65
199804,34,147,0.65
199804,34,147,1.3
199804,34,159,1.9
199804,39,172,1.2
199804,41,69,1.2
199804,41,106,0.23
199804,41,193,0.733
199804,45,53,0.367
199804,45,84,1.2
199804,45,90,1.2
199804,45,90,1.2
199804,45,101,1.2
199804,45,168,1.2
199804,45,183,0.24
199804,45,193,2.4
199804,46,158,0.23
199804,48,184,0.35
199804,50,62,0.575
199804,50,109,0.575
199804,50,126,0.575
199804,50,126,0.575
199804,50,181,0.575
199804,50,184,0.23
199804,50,200,0.575
199804,51,132,0.23
199804,51,136,0.23
199804,51,200,0.23
199804,53,84,0.367
199804,53,90,0.367
199804,53,90,0.367
199804,53,101,0.367
199804,53,168,0.367
199804,53,193,0.733
199804,63,121,0.775
199804,63,168,0.725
199804,67,81,0.65
199804,67,147,0.65
199804,67,147,1.3
199804,67,159,1.3
199804,69,69,1.2
199804,69,193,0.733
199804,71,136,0.35
199804,71,200,0.35
199804,72,104,0.46
199804,72,112,1.15
199804,72,117,1.15
199804,72,123,0.35
199804,74,74,2.55
199804,74,132,0.23
199804,74,136,0.35
199804,74,200,0.35
199804,81,147,0.65
199804,81,159,0.65
199804,81,134,0.575
199804,84,90,1.2
199804,84,90,1.2
199804,84,101,1.2
199804,84,168,1.2
199804,84,183,0.24
199804,84,191,0.417
199804,84,193,2.4
199804,86,86,0.6
199804,89,94,0.367
199804,90,90,1.775
199804,90,101,1.2
199804,90,168,1.2
199804,90,183,0.24
199804,90,193,2.4
199804,90,101,1.2
199804,90,168,1.2
199804,90,183,0.24
199804,90,193,2.4
199804,92,92,0.35
199804,97,136,0.23
199804,97,200,0.23
199804,101,168,1.2
199804,101,183,0.24
199804,101,193,2.4
199804,104,112,0.46
199804,104,117,0.46
199804,104,172,0.35
199804,108,108,1.2
199804,109,172,0.35
199804,112,117,1.15
199804,112,123,0.35
199804,112,201,0.367
199804,117,117,1.2
199804,117,153,1.2
199804,117,160,0.23
199804,117,123,0.35
199804,117,153,1.2
199804,121,168,0.725
199804,125,125,1.15
199804,126,126,0.65
199804,130,172,0.35
199804,131,196,1.2
199804,131,196,1.2
199804,132,136,0.575
199804,134,134,0.575
199804,135,168,0.725
199804,136,150,0.35
199804,136,200,1.15
199804,147,147,0.65
199804,147,159,0.65
199804,147,159,1.3
199804,150,158,1.5
199804,150,200,0.35
199804,158,183,0.58
199804,162,162,2.25
199804,168,183,0.24
199804,168,193,2.4
199804,172,172,1.4
199804,172,181,0.23
199804,172,188,0.35
199804,172,198,0.23
199804,183,193,0.48
199804,185,185,1.35
199804,196,196,1.2
199804,203,203,1.15
199805,5,158,0.81
199805,9,45,1.2
199805,9,53,0.367
199805,9,84,1.2
199805,9,90,1.2
199805,9,90,1.2
199805,9,101,1.2
199805,9,168,1.2
199805,9,183,0.24
199805,9,193,2.4
199805,11,27,0.35
199805,11,136,0.35
199805,11,200,0.35
199805,12,158,0.23
199805,17,17,0.8
199805,17,17,0.955
199805,17,41,0.23
199805,17,17,1.075
199805,17,41,0.35
199805,17,28,0.23
199805,17,28,0.58
199805,17,28,0.35
199805,17,41,1.15
199805,17,106,0.23
199805,18,20,0.23
199805,18,25,0.35
199805,18,69,1.2
199805,18,69,1.2
199805,18,72,1.15
199805,18,104,0.46
199805,18,112,1.15
199805,18,117,1.15
199805,18,123,0.35
199805,20,27,0.35
199805,20,72,0.23
199805,20,112,0.23
199805,20,117,0.23
199805,20,136,0.35
199805,20,200,0.35
199805,21,203,0.575
199805,23,23,0.675
199805,23,28,0.675
199805,23,28,1.35
199805,25,72,0.35
199805,25,112,0.35
199805,25,117,0.6
199805,25,117,0.95
199805,25,153,0.6
199805,27,31,0.23
199805,27,31,0.23
199805,27,51,0.23
199805,27,71,0.35
199805,27,74,0.35
199805,27,97,0.23
199805,27,136,1.15
199805,27,150,0.35
199805,27,193,0.84
199805,27,200,1.15
199805,28,28,0.25
199805,28,28,0.25
199805,28,41,0.23
199805,28,48,0.383
199805,28,106,0.767
199805,28,184,0.35
199805,28,28,1.875
199805,28,41,0.58
199805,28,106,0.25
199805,28,41,0.35
199805,28,106,0.25
199805,31,31,1.4
199805,31,50,0.575
199805,31,136,0.23
199805,31,200,0.23
199805,31,50,0.575
199805,31,136,0.23
199805,31,200,0.23
199805,33,50,0.575
199805,34,67,1.3
199805,34,81,0.65
199805,34,147,0.65
199805,34,147,1.3
199805,34,159,1.9
199805,39,172,1.2
199805,41,69,1.2
199805,41,106,0.23
199805,41,193,0.733
199805,45,53,0.367
199805,45,84,1.2
199805,45,90,1.2
199805,45,90,1.2
199805,45,101,1.2
199805,45,168,1.2
199805,45,183,0.24
199805,45,193,2.4
199805,46,158,0.23
199805,48,184,0.35
199805,50,62,0.575
199805,50,109,0.575
199805,50,126,0.575
199805,50,126,0.575
199805,50,181,0.575
199805,50,184,0.23
199805,50,200,0.575
199805,51,132,0.23
199805,51,136,0.23
199805,51,200,0.23
199805,53,84,0.367
199805,53,90,0.367
199805,53,90,0.367
199805,53,101,0.367
199805,53,168,0.367
199805,53,193,0.733
199805,63,121,0.775
199805,63,168,0.725
199805,67,81,0.65
199805,67,147,0.65
